id,name,brand,category,type,price,description
1251,Whirlpool Air Purifier Air 849,Whirlpool,Home Appliances,Air Purifier,8159,This air purifier from Whirlpool is a mid range value for money pick designed for daily use. It offers suitable for small apartments, copper condenser for durability and energy efficient five star rating. Ideal choice for customers looking for a reliable air purifier in the home appliances category at around 8159 rupees.
1252,Godrej Geyser Core 856,Godrej,Home Appliances,Geyser,5200,This geyser from Godrej is a entry level basic model designed for daily use. It offers inverter technology saves electricity, inverter technology saves electricity and suitable for small apartments. Ideal choice for customers looking for a reliable geyser in the home appliances category at around 5200 rupees.
1253,IFB Dishwasher Prime 863,IFB,Home Appliances,Dishwasher,8959,This dishwasher from IFB is a professional grade performance designed for daily use. It offers one year onsite warranty, low noise operation and easy to clean design. Ideal choice for customers looking for a reliable dishwasher in the home appliances category at around 8959 rupees.
1254,Whirlpool Washing Machine Neo 870,Whirlpool,Home Appliances,Washing Machine,52799,This washing machine from Whirlpool is a budget friendly option designed for daily use. It offers energy efficient five star rating, easy to clean design and low noise operation. Ideal choice for customers looking for a reliable washing machine in the home appliances category at around 52799 rupees.
1255,Godrej Refrigerator Neo 877,Godrej,Home Appliances,Refrigerator,34558,This refrigerator from Godrej is a premium quality product designed for daily use. It offers low noise operation, suitable for small apartments and inverter technology saves electricity. Ideal choice for customers looking for a reliable refrigerator in the home appliances category at around 34558 rupees.
1256,IFB Air Conditioner Neo 884,IFB,Home Appliances,Air Conditioner,48958,This air conditioner from IFB is a mid range value for money pick designed for daily use. It offers large capacity for big families, energy efficient five star rating and copper condenser for durability. Ideal choice for customers looking for a reliable air conditioner in the home appliances category at around 48958 rupees.
1257,LG Microwave Oven Classic 891,LG,Home Appliances,Microwave Oven,18719,This microwave oven from LG is a entry level basic model designed for daily use. It offers quick cooling performance, quick cooling performance and large capacity for big families. Ideal choice for customers looking for a reliable microwave oven in the home appliances category at around 18719 rupees.
1258,Bosch Vacuum Cleaner Elite 898,Bosch,Home Appliances,Vacuum Cleaner,12800,This vacuum cleaner from Bosch is a professional grade performance designed for daily use. It offers easy to clean design, child lock safety feature and one year onsite warranty. Ideal choice for customers looking for a reliable vacuum cleaner in the home appliances category at around 12800 rupees.
1259,Blue Star Water Purifier Edge 905,Blue Star,Home Appliances,Water Purifier,10399,This water purifier from Blue Star is a budget friendly option designed for daily use. It offers copper condenser for durability, one year onsite warranty and child lock safety feature. Ideal choice for customers looking for a reliable water purifier in the home appliances category at around 10399 rupees.
1260,Haier Ceiling Fan Prime 912,Haier,Home Appliances,Ceiling Fan,4200,This ceiling fan from Haier is a premium quality product designed for daily use. It offers child lock safety feature, large capacity for big families and quick cooling performance. Ideal choice for customers looking for a reliable ceiling fan in the home appliances category at around 4200 rupees.
1261,Voltas Air Purifier Classic 919,Voltas,Home Appliances,Air Purifier,24479,This air purifier from Voltas is a mid range value for money pick designed for daily use. It offers suitable for small apartments, copper condenser for durability and energy efficient five star rating. Ideal choice for customers looking for a reliable air purifier in the home appliances category at around 24479 rupees.
1262,Havells Geyser Plus 926,Havells,Home Appliances,Geyser,16800,This geyser from Havells is a entry level basic model designed for daily use. It offers inverter technology saves electricity, inverter technology saves electricity and suitable for small apartments. Ideal choice for customers looking for a reliable geyser in the home appliances category at around 16800 rupees.
1263,Philips Dishwasher Zen 933,Philips,Home Appliances,Dishwasher,16799,This dishwasher from Philips is a professional grade performance designed for daily use. It offers one year onsite warranty, low noise operation and easy to clean design. Ideal choice for customers looking for a reliable dishwasher in the home appliances category at around 16799 rupees.
1264,Voltas Washing Machine Lite 940,Voltas,Home Appliances,Washing Machine,34559,This washing machine from Voltas is a budget friendly option designed for daily use. It offers energy efficient five star rating, easy to clean design and low noise operation. Ideal choice for customers looking for a reliable washing machine in the home appliances category at around 34559 rupees.
1265,Havells Refrigerator Classic 947,Havells,Home Appliances,Refrigerator,25598,This refrigerator from Havells is a premium quality product designed for daily use. It offers low noise operation, suitable for small apartments and inverter technology saves electricity. Ideal choice for customers looking for a reliable refrigerator in the home appliances category at around 25598 rupees.
